"FIPS","Population_12_14","Death_rate_12_14","Population_06_08","Death_rate_06_08","Pop_growth","Misery_growth","dem_2016","gop_2016","total_2016","dem_2008","gop_2008","total_2008","trump_shift","total_votes","state_abbr","county_name"
1001,66804,56.9,65774,48.9,1030,8,5908,18110,24661,6093,17403,23641,0.013338555412688,24151,"AL","Autauga County"
1003,256357,81.6,235343,72.1,21014,9.5,18409,72780,94090,19386,61271,81413,0.0384736970305157,87751.5,"AL","Baldwin County"
1007,27477,102.2,27879,112.2,-402,-10,1874,6733,8748,2299,6262,8644,0.0508136396125607,8696,"AL","Bibb County"
1009,80442,99.3,82264,75.8,-1822,23.5,2150,22808,25384,3522,20389,24267,0.0611515003605958,24825.5,"AL","Blount County"
1015,136445,73.7,140927,67,-4482,6.7,13197,32803,47376,16334,32348,49242,0.0486331194638497,48309,"AL","Calhoun County"
1019,37741,97.1,39009,100,-1268,-2.90000000000001,1524,8809,10503,2306,7298,9745,0.0926196595478037,10124,"AL","Cherokee County"
1021,56593,65.4,58136,77.1,-1543,-11.7,2909,15068,18255,3674,13960,17785,0.0465296320909188,18020,"AL","Chilton County"
1031,58649,60.3,56262,46.4,2387,13.9,4194,15825,20513,5079,14919,20128,0.0444744234651249,20320.5,"AL","Coffee County"
1033,68110,46.1,70247,54.4,-2137,-8.3,7296,16718,24626,9703,14739,24843,0.0931578371008205,24734.5,"AL","Colbert County"
1039,48647,53.8,49745,46.1,-1098,7.7,2379,13222,15818,3240,12444,15787,0.0540897291077657,15802.5,"AL","Covington County"
1043,117559,102.2,118984,58.5,-1425,43.7,3730,32734,37278,5864,28896,35305,0.0664069825509441,36291.5,"AL","Cullman County"
1045,56896,65.8,57200,49,-304,16.8,4408,13798,18617,5270,13886,19320,0.0329916431442694,18968.5,"AL","Dale County"
1049,92390,92.9,95547,47.8,-3157,45.1,3682,21779,26086,5658,17957,24015,0.0949801485298788,25050.5,"AL","DeKalb County"
1051,97440,49.1,97542,43.5,-102,5.6,8436,27619,36905,8301,25777,34315,0.00961236854809722,35610,"AL","Elmore County"
1053,36399,126.5,38481,100.5,-2082,26,4698,10282,15213,5188,9375,14674,0.0426271215886558,14943.5,"AL","Escambia County"
1055,130174,81.1,134731,69.4,-4557,11.7,10350,32132,43474,13497,30595,44737,0.0624773545833733,44105.5,"AL","Etowah County"
1057,22185,105.7,23644,87,-1459,18.7,1358,6705,8196,1994,5883,7957,0.0847183955108126,8076.5,"AL","Fayette County"
1059,39048,103.5,40712,81.4,-1664,22.1,2197,9466,11955,3469,8048,11693,0.112833422711329,11824,"AL","Franklin County"
1069,112681,76,112156,54.2,525,21.8,10547,30567,42030,12225,29254,41735,0.03819683027332,41882.5,"AL","Houston County"
1071,75676,85.5,79941,65.7,-4265,19.8,3663,16643,20785,6374,14083,20874,0.131190355628493,20829.5,"AL","Jackson County"
1073,552104,108,576688,76.1,-24584,31.9,151581,130614,290111,166121,149921,318524,-0.0115203382543194,304317.5,"AL","Jefferson County"
1077,120411,53.1,123812,59.8,-3401,-6.7,9877,27735,38813,13329,24068,38104,0.093816603139395,38458.5,"AL","Lauderdale County"
1079,42716,91.7,44835,68.9,-2119,22.8,3611,10732,14623,5164,9277,14680,0.105832523843083,14651.5,"AL","Lawrence County"
1081,147798,60.5,129849,33.9,17949,26.6,20987,34321,57668,21498,32230,54325,0.0206697036634912,55996.5,"AL","Lee County"
1083,116079,47.9,103704,55.5,12375,-7.6,9340,28824,39400,9536,23598,33551,0.0430677938086106,36475.5,"AL","Limestone County"
1089,383204,54.3,358359,48.3,24845,6,62435,89199,159473,64117,86965,152899,0.0126374082267697,156186,"AL","Madison County"
1095,122972,88.2,123502,74.1,-530,14.1,4913,29217,34965,7038,25727,33166,0.0708527761354834,34065.5,"AL","Marshall County"
1097,387624,93.7,399025,75.4,-11401,18.3,68429,91087,163387,82181,98049,181424,0.0269995607461059,172405.5,"AL","Mobile County"
1101,134902,68,155228,54.9,-20326,13.1,58669,33928,94572,62166,42031,104743,-0.0369751765805371,99657.5,"AL","Montgomery County"
1103,149759,74.8,153969,67.4,-4210,7.39999999999999,11216,37392,49991,13895,36014,50542,0.047662789726941,50266.5,"AL","Morgan County"
1113,48062,86.5,43977,90,4085,-3.5,9577,9210,19136,10085,8705,18915,0.0269542681119193,19025.5,"AL","Russell County"
1115,121450,98,116430,76.7,5020,21.3,5550,31579,37937,6091,27649,34088,0.0310487196923117,36012.5,"AL","St. Clair County"
1117,268321,69.8,261613,61.8,6708,8,22927,72846,99208,20625,69060,90643,-0.00941740468796493,94925.5,"AL","Shelby County"
1121,83335,99.4,88163,62.7,-4828,36.7,12108,20596,33218,13779,20112,34204,0.0363381741372898,33711,"AL","Talladega County"
1123,44069,92.1,46986,39.6,-2917,52.5,5271,12967,18504,6063,13116,19311,0.0271150608564475,18907.5,"AL","Tallapoosa County"
1125,186006,80.6,177957,78.4,8049,2.19999999999999,31746,47701,81708,32796,45405,78912,0.0197936801843979,80310,"AL","Tuscaloosa County"
1127,93259,132.9,100251,127.2,-6992,5.7,4486,24208,29243,7420,20722,28652,0.107323548291524,28947.5,"AL","Walker County"
2020,335697,74.7,336629,66.6,-932,8.10000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2090,124385,72.1,120167,49.9,4218,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110,41959,70.7,41748,63.9,211,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2122,80857,92.9,79611,69.9,1246,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2170,134343,82.9,118388,84.3,15955,-1.39999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4001,21446,98.6,23047,104.7,-1601,-6.10000000000001,12196,5315,18659,15390,8551,24262,-0.0536462093530421,21460.5,"AZ","Apache County"
4003,113670,94.9,123451,63.3,-9781,31.6,15291,25036,43147,18943,29026,48820,0.015725631087356,45983.5,"AZ","Cochise County"
4005,115976,79.2,120482,55,-4506,24.2,25308,16573,44929,31433,22186,54344,-0.0180548031473852,49636.5,"AZ","Coconino County"
4007,48352,149.7,54895,99.3,-6543,50.4,6746,13672,21398,7884,14095,22333,0.0283112878506978,21865.5,"AZ","Gila County"
4009,28712,95.4,27350,99.1,1362,-3.69999999999999,3301,8025,11939,3487,8376,12007,0.00248584519041628,11973,"AZ","Graham County"
4012,13535,157.8,17177,141.7,-3642,16.1,1318,3381,4931,1929,3509,5552,0.0742407925876257,5241.5,"AZ","La Paz County"
4013,3782051,84,3741324,69.4,40727,14.6,549040,590465,1201934,602166,746448,1364962,-0.0353159447603867,1283448,"AZ","Maricopa County"
4015,231794,145.6,246883,97.7,-15089,47.9,16485,54656,74189,22092,44333,67605,0.100862706421276,70897,"AZ","Mohave County"
4017,67682,141.5,72536,84,-4854,57.5,15362,18165,35409,15579,19761,35800,-0.0173659518671898,35604.5,"AZ","Navajo County"
4019,827423,111.2,893978,75.4,-66555,35.8,195649,147019,360762,206254,182406,393428,-0.0402781235827989,377095,"AZ","Pima County"
4021,349315,70.5,291355,64.3,57960,6.2,35737,53857,93805,44254,59421,104883,0.0279759899006724,99344,"AZ","Pinal County"
4025,257967,153.5,272029,98.4,-14062,55.1,29705,58862,92780,36889,61192,99648,0.0407117009340621,96214,"AZ","Yavapai County"
4027,86677,120.3,96143,86,-9466,34.3,18336,20586,40759,18559,24577,43615,-0.0408521584083483,42187,"AZ","Yuma County"
5005,54942,103.4,58366,75.4,-3424,28,4163,14655,19572,6539,12852,19981,0.115993937492513,19776.5,"AR","Baxter County"
5007,287804,65.9,257115,50.4,30689,15.5,27894,60751,94262,23331,51124,76073,-0.00131381690991994,85167.5,"AR","Benton County"
5009,53647,73,54628,71.2,-981,1.8,2925,12225,15912,4435,10575,15474,0.102400379944723,15693,"AR","Boone County"
5015,35141,123.8,36974,105.8,-1833,18,3334,6773,10656,4172,6083,10579,0.0769555517059612,10617.5,"AR","Carroll County"
5023,36158,69.5,37580,60.1,-1422,9.4,2101,9454,11968,2951,7962,11338,0.0885853865728404,11653,"AR","Cleburne County"
5031,126006,63.6,120795,64.6,5211,-0.999999999999993,10474,22798,34968,11294,18881,30968,0.0594841165573985,32968,"AR","Craighead County"
5033,84522,81.9,84830,74.7,-308,7.2,4476,16655,22155,5238,14688,20532,0.0510511342395142,21343.5,"AR","Crawford County"
5035,36119,79.5,39620,73.2,-3501,6.3,8368,6953,15798,10330,7650,18255,0.0283488046207888,17026.5,"AR","Crittenden County"
5045,149017,54.5,134927,55.1,14090,-0.600000000000001,14525,29170,46364,14955,25362,41179,0.038517440666174,43771.5,"AR","Faulkner County"
5051,123424,119.6,125541,101.7,-2117,17.9,12283,26053,40337,15899,26825,43719,0.0517289611082916,42028,"AR","Garland County"
5055,64437,79.8,62320,78.8,2117,1,3056,10698,14422,4541,8578,13612,0.12394927904778,14017,"AR","Greene County"
5059,44688,68,44442,50.4,246,17.6,3137,8153,11815,4288,7209,11955,0.0951103507342348,11885,"AR","Hot Spring County"
5063,51147,59.7,51650,63.7,-503,-4,2878,9925,13443,3688,8255,12299,0.0840090693754536,12871,"AR","Independence County"
5069,48670,75.5,58194,33.9,-9524,41.6,15721,9231,25683,18465,10655,29689,0.00405057931007757,27686,"AR","Jefferson County"
5083,30896,115,32758,79.1,-1862,35.9,1712,5737,7839,2286,5350,7907,0.0695418913216121,7873,"AR","Logan County"
5085,99634,57.7,92615,48.3,7019,9.40000000000001,5638,19902,26766,5968,17242,23741,0.0363787852358889,25253.5,"AR","Lonoke County"
5091,49553,61.6,50097,63.4,-544,-1.8,4273,11293,16015,4869,9913,15063,0.0548785481465498,15539,"AR","Miller County"
5093,42141,66.6,46322,54.9,-4181,11.7,5621,6988,12995,6667,6976,14010,0.0428828234884819,13502.5,"AR","Mississippi County"
5111,32886,74.1,35161,71.3,-2275,2.8,1878,3149,5283,2742,4903,7928,-0.0149168590331634,6605.5,"AR","Poinsett County"
5113,26875,75.6,28658,71.2,-1783,4.39999999999999,1210,6606,8121,1957,5473,7681,0.108581010619759,7901,"AR","Polk County"
5115,80897,63.3,81203,48,-306,15.3,4818,15694,21545,6002,15568,22079,0.0433699427253864,21812,"AR","Pope County"
5119,360695,87.3,372849,65.9,-12154,21.4,89377,61182,157728,88854,70212,161343,-0.0350360714968824,159535.5,"AR","Pulaski County"
5125,157783,62.6,148444,48.9,9339,13.7,13247,35852,51971,12695,30981,44653,0.0208612354253653,48312,"AR","Saline County"
5131,147959,81.7,150430,81.6,-2471,0.100000000000009,12184,28769,43557,13673,28637,43212,0.0256505911628276,43384.5,"AR","Sebastian County"
5139,39846,71.2,43125,97.3,-3279,-26.1,5667,10201,16338,6190,10677,17179,0.00985494038989387,16758.5,"AR","Union County"
5143,246198,67,238642,44.7,7556,22.3,32296,40418,78153,29021,37963,68380,-0.0108983405012441,73266.5,"AR","Washington County"
5145,104782,67.3,101657,49.7,3125,17.6,5157,21038,27451,6732,19467,26955,0.0600867407715395,27203,"AR","White County"
6001,974974,61.3,988529,59,-13555,2.3,337524,64010,424517,489106,119555,621029,-0.0370093191358391,522773,"CA","Alameda County"
6005,47292,116.2,53039,83.8,-5747,32.4,3420,6069,10049,7813,10561,18810,0.0648030948348608,14429.5,"CA","Amador County"
6007,246559,149,254830,125.4,-8271,23.6,31638,35354,72299,49013,46706,98325,0.0397855538697376,85312,"CA","Butte County"
6009,58296,78.3,65351,67.5,-7055,10.8,6740,11064,19029,9813,12835,23306,0.0547166778789346,21167.5,"CA","Calaveras County"
6013,865941,62.1,891333,54.6,-25392,7.5,231968,87211,337297,306983,136436,451650,-0.0344555253157155,394473.5,"CA","Contra Costa County"
6015,30053,133.5,32477,97.6,-2424,35.9,2997,4370,7949,4323,4967,9531,0.0585249029689464,8740,"CA","Del Norte County"
6017,240941,89.8,250270,73.5,-9329,16.3,28026,37286,69852,40529,50314,92926,0.0170338410681596,81389,"CA","El Dorado County"
6019,491835,86.7,519115,76.4,-27280,10.3,98103,94005,201710,136706,131015,272289,-3.72732808688325e-05,236999.5,"CA","Fresno County"
6021,23778,107,25771,74.2,-1993,32.8,1766,3405,5440,3734,5910,9879,0.0456637257153344,7659.5,"CA","Glenn County"
6023,172880,140.9,178535,120.5,-5655,20.4,19596,10883,33636,39692,21713,63727,0.00346239374112012,48681.5,"CA","Humboldt County"
6025,36409,135.9,42284,76.6,-5875,59.3,14331,5607,20858,24162,14008,38820,-0.0857679950103639,29839,"CA","Imperial County"
6029,527934,127.4,549240,103,-21306,24.4,64980,95064,168734,93457,134793,232850,0.00343681796377848,200792,"CA","Kern County"
6031,88201,90.4,96622,73.5,-8421,16.9,9077,13158,23497,14747,19710,35108,0.0197524354830679,29302.5,"CA","Kings County"
6033,76764,165,82807,134.1,-6043,30.9,6240,5752,13045,14854,9935,25542,0.0788704968802604,19293.5,"CA","Lake County"
6035,38290,137.3,43148,129.7,-4858,7.60000000000002,2026,6533,9089,3586,7483,11387,0.0872579420905337,10238,"CA","Lassen County"
6037,4876968,65.2,5041590,62.5,-164622,2.7,1654626,542591,2314275,2295853,956425,3318248,-0.0471338312659713,2816261.5,"CA","Los Angeles County"
6039,90343,117.8,99552,75.6,-9209,42.2,13283,19221,34263,17952,23583,42355,0.0235563995812789,38309,"CA","Madera County"
6041,309445,50.1,329481,53.9,-20036,-3.8,69518,14214,88115,109320,28384,140197,-0.0363673910844887,114156,"CA","Marin County"
6043,23601,124.3,25954,72.7,-2353,51.6,2568,4317,7345,4100,5298,9651,0.0632782852328939,8498,"CA","Mariposa County"
6045,98108,135.8,108566,105.5,-10458,30.3,6905,3571,11435,27843,10721,40016,0.0628689859028073,25725.5,"CA","Mendocino County"
6047,128456,101.3,137849,62.8,-9393,38.5,21856,18486,42523,34031,28704,63808,0.000688479484309723,53165.5,"CA","Merced County"
6053,226045,76.5,246659,72.6,-20614,3.90000000000001,47387,19580,70861,88453,38797,129783,-0.0125052003005439,100322,"CA","Monterey County"
6055,125830,68,132713,62.3,-6883,5.7,20454,9335,31534,38849,19484,59642,-0.0206426299110031,45588,"CA","Napa County"
6057,137135,93.6,144574,65.1,-7439,28.5,16199,14686,33258,28617,25663,55647,0.00271666804458837,44452.5,"CA","Nevada County"
6059,2262836,67.5,2370940,59.5,-108104,8,413982,371268,830206,549558,579064,1153687,-0.0402694004731962,991946.5,"CA","Orange County"
6061,438216,60.2,420641,59.1,17575,1.1,43915,55212,105157,75112,94647,173107,-0.000554993301632889,139132,"CA","Placer County"
6063,25477,211.4,30214,74.8,-4737,136.6,3224,5079,8830,4715,6035,11028,0.0503112632307179,9929,"CA","Plumas County"
6065,1390411,88.8,1399299,71.4,-8888,17.4,253215,240013,517200,325017,310041,647299,-0.00159221390634479,582249.5,"CA","Riverside County"
6067,1205208,93.3,1228992,86.3,-23784,7,217211,133829,373433,316506,213583,541101,-0.0216833758386367,457267,"CA","Sacramento County"
6071,1113222,72.2,1206206,57.4,-92984,14.8,258409,214698,498697,315720,277408,606334,-0.0138991108435224,552515.5,"CA","San Bernardino County"
6073,2630061,77.6,2612884,69.5,17177,8.09999999999999,429338,298521,768383,666581,541032,1231047,-0.0378819467199643,999715,"CA","San Diego County"
6075,757201,63.8,716197,89.5,41004,-25.7,238772,27633,279917,322220,52292,382865,-0.0359015039707782,331391,"CA","San Francisco County"
6077,410395,102.2,430753,92.9,-20358,9.3,71349,56194,134076,113974,91607,209349,-0.00501185334235049,171712.5,"CA","San Joaquin County"
6079,293852,85.4,299029,73.9,-5177,11.5,53911,44981,106021,68176,61055,132653,-0.0175988260392451,119337,"CA","San Luis Obispo County"
6081,534259,53.4,553822,51.6,-19563,1.8,163084,40809,213715,222826,75057,303292,-0.0518189567606546,258503.5,"CA","San Mateo County"
6083,306715,80,325801,63,-19086,17,85147,45788,139366,105614,65585,174912,-0.0333919580190509,157139,"CA","Santa Barbara County"
6085,1117748,53.5,1156992,47.5,-39244,6,406049,116196,553336,462241,190039,665589,-0.0688524668632539,609462.5,"CA","Santa Clara County"
6087,265654,99,277202,78,-11548,21,60529,14523,80273,98745,25244,127483,-0.0100928703831137,103878,"CA","Santa Cruz County"
6089,231638,125.6,238645,116.5,-7007,9.09999999999999,17483,40447,61493,28867,49588,80390,0.0661481368949929,70941.5,"CA","Shasta County"
6093,54456,133.6,59772,98.2,-5316,35.4,5252,8392,14639,9292,11520,21470,0.0615420832973422,18054.5,"CA","Siskiyou County"
6095,301255,78.1,311197,68.7,-9942,9.39999999999999,87419,45641,141218,102095,56035,160973,-0.011349664554701,151095.5,"CA","Solano County"
6097,549377,73.5,560123,66.2,-10746,7.3,116027,37421,164060,168888,55127,229351,-0.00221857015989746,196705.5,"CA","Sonoma County"
6099,392977,94.8,414064,88.6,-21087,6.2,51171,52567,109582,80279,77497,161015,0.0155447855999058,135298.5,"CA","Stanislaus County"
6101,73913,118.3,79764,58.6,-5851,59.7,7599,10947,19617,13412,18911,32941,0.00519878347390745,26279,"CA","Sutter County"
6103,70657,120.8,73169,106.5,-2512,14.3,5120,11429,17477,8945,14843,24436,0.066645678232732,20956.5,"CA","Tehama County"
6105,18588,151.7,20469,134.5,-1881,17.2,1876,2409,4716,3233,2940,6374,0.085926081907868,5545,"CA","Trinity County"
6107,225478,81.3,242589,74,-17111,7.3,23663,33372,59817,43634,59765,105206,0.00711074769513487,82511.5,"CA","Tulare County"
6109,69835,105,77344,106.8,-7509,-1.8,7075,10614,18693,11532,14988,27181,0.0348755483442045,22937,"CA","Tuolumne County"
6111,664549,75.2,696495,62.2,-31946,13,143095,101351,259438,187601,145853,339800,-0.022785572147661,299619,"CA","Ventura County"
6113,157657,85.6,159793,62.5,-2136,23.1,34460,13178,50623,53488,24592,79749,-0.0383311142984765,65186,"CA","Yolo County"
6115,70683,100.7,71467,83.3,-784,17.4,5115,8869,14929,8866,12007,21401,0.0589840867473457,18165,"CA","Yuba County"
8001,437605,102.7,408820,88.3,28785,14.4,86471,73807,175125,93443,63976,160499,0.0540878081849985,167812,"CO","Adams County"
8005,669577,76.5,632311,71.7,37266,4.8,148365,109638,281658,148218,113866,266148,-0.00951521260070981,273903,"CO","Arapahoe County"
8013,399108,62.3,390519,58.9,8589,3.4,124715,38766,176735,124159,44904,171763,-0.0284766558035299,174249,"CO","Boulder County"
8014,80171,52.4,72471,54.6,7700,-2.2,19530,14272,37342,16168,12757,29453,-0.0188136280132964,33397.5,"CO","Broomfield County"
8029,37572,85.5,39669,61.4,-2097,24.1,4048,11584,16661,5084,10067,15434,0.0765994211663994,16047.5,"CO","Delta County"
8031,694926,86.8,570575,101.7,124351,-14.9,174611,43637,232291,204882,62567,271533,-0.0339976612218884,251912,"CO","Denver County"
8035,438001,40.8,406909,28.1,31092,12.7,67045,100178,182918,61960,88108,151819,0.0119478046103839,167368.5,"CO","Douglas County"
8037,69685,36.2,69231,40.3,454,-4.09999999999999,12652,8153,22611,13187,8179,21652,0.00907249697836743,22131.5,"CO","Eagle County"
8041,769592,86.4,728481,59.7,41111,26.7,105807,176506,313273,108899,160318,273175,0.0297165458002063,293224,"CO","El Paso County"
8043,60562,101.7,63777,110.1,-3215,-8.39999999999999,5275,15066,21880,6844,12668,19919,0.0914300576563605,20899.5,"CO","Fremont County"
8045,69929,87.3,69353,64.1,576,23.2,11205,13071,26328,11357,11359,23082,0.0383889984321002,24705,"CO","Garfield County"
8059,762156,65.8,748743,58.7,13413,7.09999999999999,151885,130233,309529,158153,131627,295062,0.00739519051331894,302295.5,"CO","Jefferson County"
8067,73819,72.9,69664,62.5,4155,10.4,15300,12471,30722,16057,11503,27979,0.0316853107513821,29350.5,"CO","La Plata County"
8069,423073,74.5,395184,50.6,27889,23.9,92170,82624,193897,89822,73641,166373,0.0221879517089474,180135,"CO","Larimer County"
8077,191813,96.6,186947,71.9,4866,24.7,20958,48129,74876,24008,44578,69631,0.0466856453981717,72253.5,"CO","Mesa County"
8083,30423,75.5,31632,102.7,-1209,-27.2,3920,7771,12706,4661,6961,11825,0.0657490746382046,12265.5,"CO","Montezuma County"
8085,48079,109.5,49925,68,-1846,41.5,5438,14303,21070,6495,12199,19153,0.0719703789840713,20111.5,"CO","Montrose County"
8101,137436,114.4,138686,86.6,-1250,27.8,27945,27746,60112,41097,30257,72427,0.0741726573492431,66269.5,"CO","Pueblo County"
8107,39673,67.9,40040,54.1,-367,13.8,7487,5149,13772,8270,4725,13199,0.0438851612273014,13485.5,"CO","Routt County"
8119,37495,78.8,39203,83.6,-1708,-4.8,3547,9580,14203,4513,8146,12906,0.0862988084473247,13554.5,"CO","Teller County"
8123,301086,72.3,270834,50,30252,22.3,45869,75882,133790,47292,56526,105866,0.0787836042757158,119828,"CO","Weld County"
9001,978342,42.1,1006597,39.4,-28255,2.7,238723,155457,410279,242936,167736,413741,-0.014062007733226,412010,"CT","Fairfield County"
9003,955508,64.3,1004114,48.9,-48606,15.4,233789,147912,399219,268721,138984,412728,0.0466139611053517,405973.5,"CT","Hartford County"
9005,281334,71.3,296025,48.5,-14691,22.8,39836,53376,97434,51041,46173,98966,0.0976676794916757,98200,"CT","Litchfield County"
9007,235130,61.4,244758,48.9,-9628,12.5,45306,38847,88402,52983,32918,87252,0.0784148942182444,87827,"CT","Middlesex County"
9009,938467,67.4,986908,55.6,-48441,11.8,203601,158373,375909,233589,144650,382886,0.05509574305614,379397.5,"CT","New Haven County"
9011,348380,78.3,364267,47.5,-15887,30.8,62951,54574,124527,74776,48491,124874,0.0709789283916196,124700.5,"CT","New London County"
9013,200645,59.2,210374,37.9,-9729,21.3,38450,33989,77069,45053,29266,75501,0.0754196386108972,76285,"CT","Tolland County"
9015,166493,69.4,170368,55.3,-3875,14.1,21776,25738,50703,28673,21210,50844,0.116498018504691,50773.5,"CT","Windham County"
10001,172227,90.5,167083,70.9,5144,19.6,33347,36989,74253,36392,29827,66925,0.0754603786497532,70589,"DE","Kent County"
10003,547196,80.5,562115,64.2,-14919,16.3,162905,85507,261468,178768,74608,256417,0.0497587795636966,258942.5,"DE","New Castle County"
10005,236037,88.5,230304,75.4,5733,13.1,39329,62607,105814,40299,47939,89070,0.0708874794553389,97442,"DE","Sussex County"
11001,462832,28.9,360549,24.9,102283,4,260223,11553,280272,245800,17367,265853,-0.0234830443239147,273062.5,"DC","District of Columbia"
12001,236812,81.3,236028,61,784,20.3,75370,46584,127827,75565,48513,125519,-0.00900783609524858,126673,"FL","Alachua County"
12003,35495,72.8,34880,90.2,615,-17.4,2112,10294,12634,2327,8672,11059,0.0413244813471164,11846.5,"FL","Baker County"
12005,227081,108.5,222302,91.5,4779,17,21689,62010,87151,23653,56683,81127,0.0352949777091129,84139,"FL","Bay County"
12007,32287,132.2,35482,82.8,-3195,49.4,2924,8913,12098,3430,8136,11676,0.0495368299685343,11887,"FL","Bradford County"
12009,663062,113,682878,101.5,-19816,11.5,119525,181620,314337,127620,157589,287859,0.0505595106692188,301098,"FL","Brevard County"
12011,1243473,85.4,1365660,96.2,-122187,-10.8,546956,258521,822837,492640,237729,733899,-0.00453771581975965,778368,"FL","Broward County"
12015,184387,92.6,197844,69.3,-13457,23.3,33421,60196,96323,39031,45205,85158,0.106355834139123,90740.5,"FL","Charlotte County"
12017,166572,138.4,181847,105,-15275,33.4,22765,54377,79590,31460,43706,76158,0.123435166677173,77874,"FL","Citrus County"
12019,242746,81,241070,73.8,1676,7.2,27768,74898,106363,26697,67203,94577,0.0138438102799182,100470,"FL","Clay County"
12021,284405,87.2,303572,90.3,-19167,-3.09999999999999,60941,105297,170505,54450,86379,141988,0.0200502489582765,156246.5,"FL","Collier County"
12023,78726,105.3,80503,73,-1777,32.3,7599,20359,28696,9171,18670,28128,0.0576057133466341,28412,"FL","Columbia County"
12027,27268,101.7,28848,76.2,-1580,25.5,3761,6744,10761,4383,5632,10131,0.0796235442172296,10446,"FL","DeSoto County"
12029,21313,137,22588,109.5,-1275,27.5,1270,5822,7202,1925,5194,7264,0.0913281324089463,7233,"FL","Dixie County"
12031,853490,101.8,860916,89.4,-7426,12.4,203627,210061,428734,202618,210537,415761,-0.00180717846054579,422247.5,"FL","Duval County"
12033,319113,84.2,324243,80.4,-5130,3.8,57114,88370,151609,61572,91411,154447,0.00989683941348218,153028,"FL","Escambia County"
12035,111275,73.2,109883,64.2,1392,9,21985,33804,57413,24726,23951,49031,0.11388653786541,53222,"FL","Flagler County"
12053,200124,111.6,206126,97.1,-6002,14.5,31818,59029,93878,41886,45021,87901,0.131726266185029,90889.5,"FL","Hernando County"
12055,81418,129.6,91018,71.1,-9600,58.5,14901,29509,45589,18135,26221,44783,0.073318575999565,45186,"FL","Highlands County"
12057,1158255,77.9,1145974,87.6,12281,-9.69999999999999,306422,265928,595072,272963,236355,513312,0.000563047207735867,554192,"FL","Hillsborough County"
12059,26838,71.3,28274,128.4,-1436,-57.1,852,7476,8506,1446,7033,8589,0.0682335031488203,8547.5,"FL","Holmes County"
12061,149662,90,152325,104.4,-2663,-14.4,28997,48564,79897,29710,40176,70591,0.0512603369405561,75244,"FL","Indian River County"
12063,51699,57.6,54272,68.1,-2573,-10.5,6383,14231,20997,7671,13717,21565,0.049015129846969,21281,"FL","Jackson County"
12069,319286,72.7,327514,61.7,-8228,11,62597,101888,169898,62948,82802,146926,0.0513266457586757,158412,"FL","Lake County"
12071,658494,82.3,668790,87.9,-10296,-5.60000000000001,124725,191141,325797,119701,147608,269276,0.0529333008719067,297536.5,"FL","Lee County"
12073,243685,60,248257,53.6,-4572,6.4,91936,53777,151925,91747,55705,148608,-0.00872285725434302,150266.5,"FL","Leon County"
12075,49128,135.4,52809,89.6,-3681,45.8,5091,13758,19367,6711,11754,18725,0.0933504499976922,19046,"FL","Levy County"
12081,361582,105.2,362949,85.8,-1367,19.4,71066,101681,178521,70034,80721,151994,0.0531673207698128,165257.5,"FL","Manatee County"
12083,341047,100.4,363101,93.2,-22054,7.2,61958,107710,174485,70839,89628,162022,0.0762832695504468,168253.5,"FL","Marion County"
12085,168647,95.4,173187,94.9,-4540,0.5,30158,53182,85741,33508,44143,78294,0.0696534706709239,82017.5,"FL","Martin County"
12086,631217,58.9,630685,61.1,532,-2.2,623006,333666,978670,499831,360551,863486,-0.0702813620494406,921078,"FL","Miami-Dade County"
12087,94990,123.6,104615,144.7,-9625,-21.1,18949,21885,42434,20907,18933,40272,0.060724529847853,41353,"FL","Monroe County"
12089,105600,95.2,103097,70.6,2503,24.6,10849,34221,46537,10618,27403,38304,0.0385522768246784,42420.5,"FL","Nassau County"
12091,237330,72.5,236126,74.1,1204,-1.59999999999999,23711,71788,100657,25872,68789,95529,0.0250268125219169,98093,"FL","Okaloosa County"
12093,38207,123.5,41034,134,-2827,-10.5,3953,9342,13632,5108,7561,12786,0.105859063015974,13209,"FL","Okeechobee County"
12095,944479,68.2,927256,63.8,17223,4.40000000000001,329579,195091,545800,273009,186832,462711,-0.0344613291512634,504255.5,"FL","Orange County"
12097,185098,84.9,189585,65.5,-4487,19.4,85287,50252,139981,59962,40086,100670,-0.0299109231558847,120325.5,"FL","Osceola County"
12099,1152392,90.2,1206309,91.1,-53917,-0.899999999999991,371411,270762,657235,361271,226037,590500,0.0367644372036024,623867.5,"FL","Palm Beach County"
12101,565134,110.3,577781,112.6,-12647,-2.3,89998,141943,240814,102417,110104,214866,0.0938936368561366,227840,"FL","Pasco County"
12103,1137888,106.6,1186298,104.5,-48410,2.09999999999999,233327,238746,491520,248299,210066,463282,0.0474454241905888,477401,"FL","Pinellas County"
12105,587652,87.4,601705,76.1,-14053,11.3,117182,157216,283828,113865,128878,244833,0.0420251306621403,264330.5,"FL","Polk County"
12107,80202,106.4,87143,68.8,-6941,37.6,9920,21873,32652,13236,19637,33171,0.0906220959958266,32911.5,"FL","Putnam County"
