"FIPS","Population_12_14","Death_rate_12_14","Population_06_08","Death_rate_06_08","Pop_growth","Misery_growth","dem_2016","gop_2016","total_2016","dem_2008","gop_2008","total_2008","trump_shift","total_votes","state_abbr","county_name"
18077,48359,87.6,49116,52.4,-757,35.2,4325,8538,13461,6255,7053,13490,0.133782319424087,13475.5,"IN","Jefferson County"
18079,42463,102,44115,69.4,-1652,32.6,2364,8222,11115,5312,6261,11839,0.235685584450501,11477,"IN","Jennings County"
18081,211125,63.3,201811,46.1,9314,17.2,17318,45456,66229,21553,36487,58644,0.0954687982138545,62436.5,"IN","Johnson County"
18083,53387,77.9,55003,64.7,-1616,13.2,3772,11077,15483,7569,8639,16424,0.21296776909271,15953.5,"IN","Knox County"
18085,109041,53.5,110244,46.8,-1203,6.7,6311,23909,31907,9236,20488,30134,0.101890131321549,31020.5,"IN","Kosciusko County"
18089,448671,75.7,467717,46.4,-19046,29.3,116896,75565,200247,139301,67742,208757,0.0654369273075122,204502,"IN","Lake County"
18091,148214,88.6,151890,51.7,-3676,36.9,19795,22678,44994,28258,17918,208757,0.145902132901226,126875.5,"IN","LaPorte County"
18093,69667,88.9,71932,74.8,-2265,14.1,4210,14034,19076,7208,11018,18534,0.164718187993266,18805,"IN","Lawrence County"
18095,177464,90.2,183063,76.9,-5599,13.3,18595,32376,53660,30152,26403,57340,0.168329439248507,55500,"IN","Madison County"
18097,939314,111.5,941946,70,-2632,41.5,212676,130228,361070,241987,134313,379362,0.0228491229858787,370216,"IN","Marion County"
18099,63727,52.3,65281,46.8,-1554,5.5,4798,12286,18008,7889,10406,18550,0.150363136629713,18279,"IN","Marshall County"
18103,52968,46.7,56201,35.1,-3233,11.6,2766,9975,13440,5564,8312,14113,0.183885689951356,13776.5,"IN","Miami County"
18105,165635,77.2,156250,67.9,9385,9.3,34183,20527,57623,41450,21118,63215,0.0376757131925349,60419,"IN","Monroe County"
18107,54297,86.5,55561,54,-1264,32.5,3362,11051,15101,6013,9060,15285,0.165663591746375,15193,"IN","Montgomery County"
18109,108606,90.2,109818,47.6,-1212,42.6,6037,23671,31180,10330,18129,28811,0.159767063460693,29995.5,"IN","Morgan County"
18113,66409,60.3,67651,44.2,-1242,16.1,3904,12198,16890,7064,9673,16974,0.179604557897458,16932,"IN","Noble County"
18119,33237,90,35041,66.8,-1804,23.2,1946,6151,8520,3570,4415,8170,0.20675236365827,8345,"IN","Owen County"
18127,232662,75.7,234541,52.2,-1879,23.5,33531,38719,76492,39178,33857,73916,0.072330854311449,75204,"IN","Porter County"
18133,53186,79.1,54692,51.6,-1506,27.5,3356,10637,14680,6334,8086,14646,0.19941683740622,14663,"IN","Putnam County"
18135,37213,105.4,39274,48.1,-2061,57.3,2446,7515,10456,4839,5788,10808,0.209791906323057,10632,"IN","Randolph County"
18137,42100,57.2,43286,65.3,-1186,-8.09999999999999,2471,9806,12790,4187,7794,12188,0.14819932542727,12489,"IN","Ripley County"
18141,317722,76.6,324298,54,-6576,22.6,52247,52019,109452,68710,48510,118389,0.0850694134838076,113920.5,"IN","St. Joseph County"
18143,37086,117.8,38398,103.2,-1312,14.6,2642,6074,9060,4271,4445,8877,0.186897659476824,8968.5,"IN","Scott County"
18145,67041,85.2,67593,63.8,-552,21.4,4247,12718,17935,6987,10333,17574,0.153067533415148,17754.5,"IN","Shelby County"
18149,34574,80.4,35291,107.3,-717,-26.9,2489,6367,9226,4778,4473,9466,0.235432310499014,9346,"IN","Starke County"
18153,31759,134.1,32891,93.5,-1132,40.6,2113,6138,8559,4284,4343,8782,0.240490332183374,8670.5,"IN","Sullivan County"
18157,198523,71.5,185861,52.4,12662,19.1,27207,30711,61916,37781,29822,68436,0.0891153941278663,65176,"IN","Tippecanoe County"
18163,247911,96.8,243552,79,4359,17.8,28296,40422,71957,39423,37512,77656,0.100649733003076,74806.5,"IN","Vanderburgh County"
18167,140768,112.2,141624,71.2,-856,41,15922,21924,39569,25040,18121,43706,0.159448416992788,41637.5,"IN","Vigo County"
18169,45473,62.4,48147,72.2,-2674,-9.8,3018,9819,13415,5456,8238,13871,0.163321007595216,13643,"IN","Wabash County"
18173,90803,46.8,90333,34.9,470,11.9,9086,19133,29609,12329,16013,28665,0.113026471591294,29137,"IN","Warrick County"
18175,43308,113.7,44615,61.6,-1307,52.1,2636,8206,11333,4562,6519,11305,0.16856712127053,11319,"IN","Washington County"
18177,94379,99.9,98434,70.8,-4055,29.1,8322,16028,25575,13459,14558,28562,0.138620994191045,27068.5,"IN","Wayne County"
18183,51545,44.4,51624,38.2,-79,6.2,3379,11357,15535,5862,9124,15188,0.161862698706994,15361.5,"IN","Whitley County"
19013,163377,53.3,160862,35.1,2515,18.2,32006,27382,63221,39184,24662,64775,0.0747963564099199,63998,"IA","Black Hawk County"
19033,63139,70,65584,47.2,-2445,22.8,9840,11583,22633,14405,9375,24140,0.146441720768342,23386.5,"IA","Cerro Gordo County"
19045,69703,55.4,72182,43.3,-2479,12.1,10079,11249,22748,15018,9324,24719,0.144387075786694,23733.5,"IA","Clinton County"
19057,56250,63.2,57961,48.3,-1711,14.9,8178,9479,18713,12462,7721,20570,0.15429124243758,19641.5,"IA","Des Moines County"
19061,137099,46.6,131715,31.8,5384,14.8,22774,23384,49037,28611,18651,47953,0.111977803382317,48495,"IA","Dubuque County"
19099,55275,56.2,57101,51.6,-1826,4.6,7108,10556,18776,10250,8794,19421,0.135826900861164,19098.5,"IA","Jasper County"
19103,171891,54.3,158130,33.4,13761,20.9,49942,20993,75637,51027,20732,72975,0.00703549830447414,74306,"IA","Johnson County"
19111,51393,68.3,53174,51.2,-1781,17.1,6195,8762,15893,9821,7062,17224,0.167522074801562,16558.5,"IA","Lee County"
19113,309383,60.1,302165,40.5,7218,19.6,58481,48183,114664,68037,43626,113355,0.0610334924186758,114009.5,"IA","Linn County"
19125,46948,40.5,47625,41.5,-677,-1,5469,10940,17554,7421,9256,17030,0.111691404629148,17292,"IA","Marion County"
19127,47670,49.6,51192,44.8,-3522,4.8,7623,9125,17700,10023,8278,18657,0.0925161655033605,18178.5,"IA","Marshall County"
19139,54397,49.5,56858,45.2,-2461,4.3,8284,9549,19086,10920,7929,19119,0.114809031774352,19102.5,"IA","Muscatine County"
19153,612002,61.8,577033,54.5,34969,7.3,119671,93421,228420,120984,89668,214386,0.0127380096077648,221403,"IA","Polk County"
19155,132647,73.7,133618,49.4,-971,24.3,15341,24441,42226,20436,21237,42320,0.104762795475931,42273,"IA","Pottawattamie County"
19163,230765,82.1,225075,54.3,5690,27.8,40302,39083,84878,48927,36365,86371,0.065963365797539,85624.5,"IA","Scott County"
19169,101326,40.5,96917,29.5,4409,11,25085,19111,48910,26548,18995,46575,0.0153363326619941,47742.5,"IA","Story County"
19181,69748,44.6,67775,28.4,1973,16.2,10371,14773,26916,12299,12144,24880,0.0907064357291202,25898,"IA","Warren County"
19187,50708,54.9,53230,71.6,-2522,-16.7,6293,10049,17239,9917,8337,18554,0.15819680021581,17896.5,"IA","Webster County"
19193,123847,77.1,126346,46.8,-2499,30.3,16102,24627,42933,21983,22219,44801,0.101985597250972,43867,"IA","Woodbury County"
20015,93124,66.1,91968,55,1156,11.1,6489,18781,27051,9159,18155,27873,0.0785358416138001,27462,"KS","Butler County"
20035,44507,75,45890,46,-1383,29,3436,8016,12171,5012,8492,13787,0.0711143607027395,12979,"KS","Cowley County"
20037,48505,72.8,49405,77.3,-900,-4.5,5064,8394,14404,7957,7735,16075,0.130791902618496,15239.5,"KS","Crawford County"
20045,134851,64.5,127422,42.7,7429,21.8,30089,14308,48231,34398,17929,53398,-0.0203597944031121,50814.5,"KS","Douglas County"
20059,36856,64.3,37334,61.7,-478,2.59999999999999,2829,7025,10658,4433,7079,11739,0.0979849055416869,11198.5,"KS","Franklin County"
20079,43274,46.2,43219,68.5,55,-22.3,5006,8503,14540,6318,9006,15613,0.0417266704589121,15076.5,"KS","Harvey County"
20091,772059,44.2,746939,34.4,25120,9.8,126324,133907,279753,127091,152627,283432,-0.0310762243673893,281592.5,"KS","Johnson County"
20103,103548,71,100976,49.8,2572,21.2,10064,17387,29676,13255,16791,30587,0.0745400117764857,30131.5,"KS","Leavenworth County"
20121,48785,57,48825,42.5,-40,14.5,3949,9839,14712,5742,9382,15377,0.0932529940865214,15044.5,"KS","Miami County"
20125,42620,94.2,45347,72.1,-2727,22.1,2557,8466,11623,4338,9309,13907,0.0859025415134012,12765,"KS","Montgomery County"
20155,83913,70,86184,66.3,-2271,3.7,6670,15100,23448,9916,16112,26512,0.0745894019366021,24980,"KS","Reno County"
20169,71982,83.2,73044,58.8,-1062,24.4,6084,13367,21206,8186,14165,22788,0.0534616201717596,21997,"KS","Saline County"
20173,573990,75.7,565936,63,8054,12.7,66716,101319,180750,82337,106849,192716,0.0381808619446579,186733,"KS","Sedgwick County"
20177,217692,81.7,220614,60.9,-2922,20.8,33270,35349,73648,41235,41476,84177,0.0136919854948887,78912.5,"KS","Shawnee County"
20191,32983,90.8,34824,71.9,-1841,18.9,2039,6844,9494,3353,6737,10337,0.102769647081479,9915.5,"KS","Sumner County"
20209,118690,87.6,119402,84.1,-712,3.5,29346,15520,47467,39865,16506,57169,0.0531088258072112,52318,"KS","Wyandotte County"
21001,26917,77.8,27075,74.2,-158,3.59999999999999,1323,6637,8228,1668,5512,7298,0.0661059475651237,7763,"KY","Adair County"
21005,34015,84.8,33473,72.4,542,12.4,2634,8242,11414,3462,6885,10552,0.0924051094544143,10983,"KY","Anderson County"
21009,61802,80.2,61265,35.9,537,44.3,4275,13483,18473,5434,11133,16807,0.08726487922951,17640,"KY","Barren County"
21013,42503,173.3,44981,126.7,-2478,46.6,1720,7764,9714,2782,6681,9598,0.112629030921693,9656,"KY","Bell County"
21015,182032,79.7,171154,63.2,10878,16.5,15026,39082,57550,16292,33812,50774,0.0474598080319099,54162,"KY","Boone County"
21019,73933,87.9,76188,102.8,-2255,-14.9,6021,13591,20443,8886,11430,20670,0.130383335106259,20556.5,"KY","Boyd County"
21021,38585,79.7,38313,64.2,272,15.5,4281,8040,12928,4769,7701,12635,0.034982287170241,12781.5,"KY","Boyle County"
21025,21868,137.3,23341,140.5,-1473,-3.19999999999999,1537,3991,5728,2205,2671,5030,0.174175856464636,5379,"KY","Breathitt County"
21029,122444,72.8,117696,41.4,4748,31.4,8255,26210,36036,10177,20102,30726,0.0965891813226313,33381,"KY","Bullitt County"
21035,47360,53.8,46566,52.3,794,1.5,4749,10367,16039,6165,8991,15404,0.0925991807457012,15721.5,"KY","Calloway County"
21037,139263,126.4,135068,77.2,4195,49.2,14658,25050,42471,15622,24046,40297,0.0246739384458244,41384,"KY","Campbell County"
21043,41321,72.2,42991,128.4,-1670,-56.2,2276,7587,10267,4316,5252,9813,0.22032552490864,10040,"KY","Carter County"
21047,72232,67.1,71986,61.7,246,5.39999999999999,7188,14108,22069,8880,13699,22778,0.055757622231571,22423.5,"KY","Christian County"
21049,52965,114.7,54123,99.6,-1158,15.1,4706,10710,16193,5749,9664,15628,0.0677295660652956,15910.5,"KY","Clark County"
21051,33057,123.1,34835,98.6,-1778,24.5,752,5861,6762,1552,5710,7364,0.0999998209214027,7063,"KY","Clay County"
21059,139180,67,137806,81.5,1374,-14.5,14163,28907,45752,19282,23692,43622,0.119853128185055,44687,"KY","Daviess County"
21067,367365,96.8,352037,65.1,15328,31.7,69776,56890,136112,66042,59884,127639,-0.026415189219697,131875.5,"KY","Fayette County"
21071,62006,170.3,66202,118.1,-4196,52.2,4015,11993,16521,7530,7741,15659,0.24227938663109,16090,"KY","Floyd County"
21073,68767,82.6,71735,37.2,-2968,45.4,10717,11819,23840,11767,11911,24079,0.0214089718934337,23959.5,"KY","Franklin County"
21081,36960,140,37946,68.7,-986,71.3,1910,7268,9551,3112,5510,8754,0.152830796304274,9152.5,"KY","Grant County"
21083,50750,73.1,52202,80.9,-1452,-7.80000000000001,3308,12671,16582,5843,10056,16155,0.160485674399659,16368.5,"KY","Graves County"
21085,39456,135.2,39786,73.2,-330,62,1959,8219,10564,3154,6605,9903,0.130714887866154,10233.5,"KY","Grayson County"
21089,55449,98.2,58337,80.9,-2888,17.3,4146,11546,16265,6621,8849,15798,0.163778594439403,16031.5,"KY","Greenup County"
21093,134646,73.2,128499,54.4,6147,18.8,13944,26970,43113,15650,23896,39990,0.0549292320899847,41551.5,"KY","Hardin County"
21095,43878,137.8,47085,88.5,-3207,49.3,1372,9129,10744,2586,7165,9914,0.134549345457437,10329,"KY","Harlan County"
21099,26424,83.5,26462,73.3,-38,10.2,1730,5320,7261,2290,4397,6818,0.0970654397704024,7039.5,"KY","Hart County"
21101,66558,85.1,67834,76.4,-1276,8.69999999999999,6707,12159,19692,10049,9523,19861,0.157930302126051,19776.5,"KY","Henderson County"
21107,66914,104.2,69898,73.6,-2984,30.6,4310,15277,20325,7104,11916,19348,0.153457670614273,19836.5,"KY","Hopkins County"
21111,886367,95.5,883618,59,2749,36.5,190824,143758,352778,196435,153957,353892,-0.00972055475208022,353335,"KY","Jefferson County"
21113,72407,82.4,69084,60.6,3323,21.8,6144,15474,23292,6236,13711,20214,0.0284208606595989,21753,"KY","Jessamine County"
21115,37120,110.1,38367,86.2,-1247,23.9,1250,8043,9560,2407,5948,8517,0.153581117374177,9038.5,"KY","Johnson County"
21117,244304,115.5,239226,85,5078,30.5,24213,42958,71905,26480,40714,68213,0.0336147458796908,70059,"KY","Kenton County"
21119,25447,164.6,27096,123.5,-1649,41.1,1245,4357,5756,2612,3070,5820,0.237455233278305,5788,"KY","Knott County"
21121,46787,105,48397,87.7,-1610,17.3,1761,9885,12001,3074,8150,11389,0.122666689433807,11695,"KY","Knox County"
21125,93455,91.6,92644,71.5,811,20.1,3440,20592,24811,4618,17660,22500,0.0641472261481205,23655.5,"KY","Laurel County"
21127,25072,111.5,25475,95,-403,16.5,1045,4816,6037,2036,3503,5649,0.189278155711733,5843,"KY","Lawrence County"
21133,38494,148.3,40470,86.9,-1976,61.4,1542,7293,9131,2623,5367,8235,0.153752249734919,8683,"KY","Letcher County"
21137,36588,110.6,38045,50.9,-1457,59.7,1865,7338,9555,2752,6273,9151,0.102279438566793,9353,"KY","Lincoln County"
21141,37264,75.6,38538,59.5,-1274,16.1,2755,7778,10896,3811,6925,10890,0.0934150094310083,10893,"KY","Logan County"
21145,88819,130.4,90823,70.4,-2004,60,9134,20774,31284,11285,19043,30754,0.0666951543336609,31019,"KY","McCracken County"
21147,25895,98.4,27137,103.1,-1242,-4.69999999999999,664,5012,5772,1258,4078,5407,0.118773330036884,5589.5,"KY","McCreary County"
21151,116290,90.1,113615,50.6,2675,39.5,11793,23431,37318,12392,19694,32537,0.0514119188311891,34927.5,"KY","Madison County"
21153,20871,111.6,21496,121.1,-625,-9.5,1172,3824,5113,2105,2434,4651,0.229170866986605,4882,"KY","Magoffin County"
21157,47323,116.4,49334,75.5,-2011,40.9,3672,12322,16678,5683,9512,15487,0.144418511993001,16082.5,"KY","Marshall County"
21159,18393,111.6,19751,141.1,-1358,-29.5,363,3503,3951,808,2824,3692,0.128571461128419,3821.5,"KY","Martin County"
21163,43020,86.2,44050,46.4,-1030,39.8,3026,8660,12223,4343,6691,11206,0.134659270921231,11714.5,"KY","Meade County"
21167,30947,85.5,32287,86.8,-1340,-1.3,2395,7740,10579,3159,6781,10060,0.0814970235820448,10319.5,"KY","Mercer County"
21173,40978,86.6,39739,83.5,1239,3.09999999999999,3158,7856,11437,4234,5947,10331,0.129146718946716,10884,"KY","Montgomery County"
21177,46065,90.7,47788,78.3,-1723,12.4,3272,9393,13046,6221,6447,12889,0.232730103461588,12967.5,"KY","Muhlenberg County"
21179,66273,61,64046,47.3,2227,13.7,6434,13430,20761,7654,10139,18146,0.106266630396877,19453.5,"KY","Nelson County"
21183,35251,95.3,35946,90.6,-695,4.7,2080,7942,10398,4059,5687,9938,0.208935150794663,10168,"KY","Ohio County"
21185,91676,45.8,90559,28.8,1117,17,10268,20469,32838,10000,18997,29316,0.0108033339423856,31077,"KY","Oldham County"
21193,45049,170.8,47251,98.4,-2202,72.4,2136,8158,10566,3444,6762,10375,0.129949045390619,10470.5,"KY","Perry County"
21195,102497,133,108526,112.2,-6029,20.8,4277,19740,24637,9525,12655,22643,0.251358746000963,23640,"KY","Pike County"
21197,19520,174,20408,97.5,-888,76.5,1272,3513,4952,2065,2837,4972,0.155425908943826,4962,"KY","Powell County"
21199,95826,97.7,95487,56.5,339,41.2,4208,22900,28015,5590,19862,25766,0.064398177628425,26890.5,"KY","Pulaski County"
21205,31019,94.5,30489,88.4,530,6.09999999999999,3295,5174,8829,4074,3907,8154,0.121396342645108,8491.5,"KY","Rowan County"
21209,72779,64.1,64666,38.4,8113,25.7,7713,15052,24159,7712,11782,19730,0.0567993292005282,21944.5,"KY","Scott County"
21217,33849,115.6,33893,79.7,-44,35.9,2553,8320,11301,3165,7568,10860,0.0600831316843615,11080.5,"KY","Taylor County"
21227,145782,71.7,136540,43.7,9242,28,16966,28673,48416,17669,25993,44145,0.0329333706734111,46280.5,"KY","Warren County"
21235,52144,162.2,54414,95.2,-2270,67,2067,11312,13765,3484,10015,13704,0.103597340380402,13734.5,"KY","Whitley County"
21239,36168,91.9,36466,81.2,-298,10.7,4958,7697,13547,5027,7130,12297,0.0217247173138141,12922,"KY","Woodford County"
22001,75875,58.3,74577,91.5,1298,-33.2,5638,21159,27386,7028,19229,26711,0.057265270615301,27048.5,"LA","Acadia Parish"
22005,133257,60.9,121806,43.8,11451,17.1,16471,36135,54663,14625,31239,46571,0.00577638385316492,50617,"LA","Ascension Parish"
22009,43105,93.4,44490,50.5,-1385,42.9,5032,11163,16581,6327,10236,16938,0.0712828321334371,16759.5,"LA","Avoyelles Parish"
22015,137330,78.2,126265,62.6,11065,15.6,12638,35451,49818,12703,32713,45835,0.0168988047648265,47826.5,"LA","Bossier Parish"
22017,192649,97.6,200771,79.7,-8122,17.9,53448,48977,105737,55536,52228,108660,-0.00647737233090107,107198.5,"LA","Caddo Parish"
22019,215624,72.6,211964,95.3,3660,-22.7,26293,54182,83773,30244,50449,82131,0.0480806820485731,82952,"LA","Calcasieu Parish"
22033,319138,62.5,330112,42.6,-10974,19.9,102711,84620,196332,99652,95390,197349,-0.0373603367502049,196840.5,"LA","East Baton Rouge Parish"
22039,34982,117,36283,83.4,-1301,33.6,4208,10357,14879,5853,9793,15976,0.0851774492802236,15427.5,"LA","Evangeline Parish"
22045,70786,63.4,72903,56.4,-2117,7,10698,20903,32454,12492,20127,33168,0.0444333917243962,32811,"LA","Iberia Parish"
22051,397799,119.3,432946,106.3,-35147,13,73540,100292,181388,65096,113191,181120,-0.0579329804973945,181254,"LA","Jefferson Parish"
22055,259635,65.5,239429,55.6,20206,9.9,32726,68191,105599,32145,62055,95642,0.016955743538756,100620.5,"LA","Lafayette Parish"
22057,122839,75.5,123109,47.4,-270,28.1,8423,31958,41644,9662,27089,37893,0.0543162133447543,39768.5,"LA","Lafourche Parish"
22063,193614,83,178131,70.4,15483,12.6,6950,48797,57700,6681,43269,50892,0.00908336790339415,54296,"LA","Livingston Parish"
22071,226582,109.3,155988,95,70594,14.3,133833,24267,165619,117102,28130,147439,-0.0401986347460761,156529,"LA","Orleans Parish"
22073,144162,73.9,146370,73.4,-2208,0.5,24420,41712,67987,24813,41741,67244,0.00356359732978673,67615.5,"LA","Ouachita Parish"
22077,21878,94.7,22636,93.1,-758,1.60000000000001,4764,6789,11761,5516,6702,12435,0.0391046256998552,12098,"LA","Pointe Coupee Parish"
22079,129188,88.7,131475,36.9,-2287,51.8,18318,36814,56838,20127,36611,57521,0.0224786748189133,57179.5,"LA","Rapides Parish"
22087,48143,172.3,26727,281.2,21416,-108.9,4957,10232,15807,3491,9643,13541,-0.0605559083009538,14674,"LA","St. Bernard Parish"
22089,58786,79.3,59379,85.4,-593,-6.10000000000001,8558,16620,26190,8522,16457,25397,0.00126666730500835,25793.5,"LA","St. Charles Parish"
22097,71297,70.8,73932,121.8,-2635,-51,17208,21966,39970,20268,21650,42493,0.0442444898821527,41231.5,"LA","St. Landry Parish"
22099,56825,76.5,56041,56,784,20.5,8266,16872,25749,9419,14443,24252,0.0659031328193175,25000.5,"LA","St. Martin Parish"
22101,48748,80.6,51398,95.8,-2650,-15.2,8050,14353,22871,9345,13183,22903,0.0554902406124331,22887,"LA","St. Mary Parish"
22103,314489,83.5,310606,91.1,3883,-7.59999999999999,27716,90914,124389,24596,83078,109542,-0.00520372631408894,116965.5,"LA","St. Tammany Parish"
22105,128655,70.4,123676,99.3,4979,-28.9,16869,33933,52381,16438,31434,48602,0.0113201411788074,50491.5,"LA","Tangipahoa Parish"
22109,126291,72.8,128382,65.5,-2091,7.3,10664,31900,43893,11581,28210,40696,0.0405053511070298,42294.5,"LA","Terrebonne Parish"
22113,74450,53.9,72825,58.7,1625,-4.8,4745,19807,25253,6266,18069,24833,0.0642259351269008,25043,"LA","Vermilion Parish"
22115,57237,80.8,55538,39.9,1699,40.9,2665,13471,16633,3534,11946,15769,0.0631359221808427,16201,"LA","Vernon Parish"
22117,48036,122.6,48616,119.4,-580,3.19999999999999,5690,12552,18622,6122,12215,18624,0.021942947727246,18623,"LA","Washington Parish"
22119,39485,93.1,41637,61.7,-2152,31.4,6259,11538,18140,6610,11417,18270,0.0149837270777482,18205,"LA","Webster Parish"
23001,163442,63.6,167359,51.7,-3917,11.9,22975,28189,55340,31017,22671,54850,0.128680661976404,55095,"ME","Androscoggin County"
23003,105747,64.9,112191,43.8,-6444,21.1,13377,19419,34963,19345,15898,35994,0.141018220380525,35478.5,"ME","Aroostook County"
23005,442790,56.3,439093,45.9,3697,10.4,102935,57697,171249,105218,56186,164151,0.0110796059500439,167700,"ME","Cumberland County"
23007,46164,39.1,47154,42.6,-990,-3.5,7001,7900,16382,10113,6627,17178,0.134287624486485,16780,"ME","Franklin County"
23009,85487,69.5,88246,46.8,-2759,22.7,16107,13682,31983,18895,12686,32165,0.0575998329464164,32074,"ME","Hancock County"
23011,191315,62,194772,49.7,-3457,12.3,29296,31753,65999,37238,27482,65986,0.0954940079238057,65992.5,"ME","Kennebec County"
23013,61530,53.3,65370,52.9,-3840,0.399999999999999,12440,9148,23021,13728,8816,22980,0.0326964497927705,23000.5,"ME","Knox County"
23015,51408,62.8,55757,48.5,-4349,14.3,10241,9727,21432,11886,9287,21584,0.0485047435647662,21508,"ME","Lincoln County"
23017,91019,55.3,92927,54.8,-1908,0.5,12172,16214,31094,17940,12863,31650,0.153607873120119,31372,"ME","Oxford County"
23019,234560,60.7,233623,56.7,937,4,32832,41601,80228,41514,37495,80367,0.084339135589289,80297.5,"ME","Penobscot County"
23023,55579,32.2,58619,37.5,-3040,-5.3,10679,9304,21596,12152,8721,21301,0.0477832713644283,21448.5,"ME","Sagadahoc County"
23025,82238,74.7,85148,44.4,-2910,30.3,9092,14998,25968,13335,11867,25758,0.151706656870848,25863,"ME","Somerset County"
23027,61238,76.7,63346,50,-2108,26.7,10442,10378,22630,11967,9423,21850,0.0579300570036633,22240,"ME","Waldo County"
23029,46375,89.8,49917,43.6,-3542,46.2,6358,9037,16559,8246,8077,16654,0.0921855135518623,16606.5,"ME","Washington County"
23031,316027,64.2,319886,50.8,-3859,13.4,55828,50388,113962,64799,42389,109161,0.0789277608951295,111561.5,"ME","York County"
24001,97189,83,100683,85.9,-3494,-2.90000000000001,6665,20025,27804,10693,18405,29742,0.117763305310479,28773,"MD","Allegany County"
24003,667985,72.1,671714,52.8,-3729,19.3,116074,114509,242939,125015,129682,259619,-0.0125554387915967,251279,"MD","Anne Arundel County"
24005,806176,81.7,841427,70.5,-35251,11.2,189437,131009,335017,214151,158714,380938,-0.0168274483687539,357977.5,"MD","Baltimore County"
24009,119803,72.5,118296,52.4,1507,20.1,16669,24680,43445,20299,23095,44057,0.0646541055527134,43751,"MD","Calvert County"
24013,245849,64.7,251375,47.4,-5526,17.3,24314,55593,84879,28060,54503,84760,0.0355829573660323,84819.5,"MD","Carroll County"
24015,146675,95.5,148227,78.9,-1552,16.6,12651,27579,42309,17665,23855,42494,0.110990794980883,42401.5,"MD","Cecil County"
24017,120231,65.8,130519,50.3,-10288,15.5,46063,24163,72480,43635,25732,70126,-0.0268796443706704,71303,"MD","Charles County"
24021,310925,61.2,307291,41.2,3634,20,51891,56472,114962,54013,55170,111186,0.015838844660959,113074,"MD","Frederick County"
24023,45236,52.9,47040,39,-1804,13.9,2252,10189,12905,3736,8903,12872,0.114578617864834,12888.5,"MD","Garrett County"
24025,324127,59.7,328713,59.3,-4586,0.400000000000006,43803,74261,124224,48552,71751,123295,0.0325703197829735,123759.5,"MD","Harford County"
24027,297489,35.5,305772,27.2,-8283,8.3,93808,44792,146401,87120,55393,145233,-0.0655127446462974,145817,"MD","Howard County"
24031,808011,29.2,834351,27,-26340,2.2,309761,82985,408300,314444,118608,439261,-0.0625942635889755,423780.5,"MD","Montgomery County"
24033,208035,71.2,227630,63,-19595,8.2,313627,29290,351091,332396,38833,374026,-0.0191923357797922,362558.5,"MD","Prince George's County"
24035,68527,67.5,68408,41.1,119,26.4,7316,16211,24633,8575,15087,24045,0.0514335283181926,24339,"MD","Queen Anne's County"
24037,137901,56,129923,44.3,7978,11.7,15786,26889,45169,19023,24705,44409,0.0651180600703374,44789,"MD","St. Mary's County"
24041,43198,53.8,46173,48.3,-2975,5.5,7865,10098,18731,9035,10995,20328,0.0132289318624635,19529.5,"MD","Talbot County"
24043,200154,87.5,204643,58.3,-4489,29.2,19193,38842,60731,26245,34169,61600,0.103704950188491,61165.5,"MD","Washington County"
24045,98297,81.4,103210,61.2,-4913,20.2,16327,20832,38722,19436,21849,41852,0.0313941963125359,40287,"MD","Wicomico County"
24047,62873,62.6,66623,83.3,-3750,-20.7,8783,15910,25571,11374,15607,27346,0.0658680629560529,26458.5,"MD","Worcester County"
24510,327023,133.6,312074,123.8,14949,9.8,178562,22726,208980,214385,28681,245968,-0.00509385279223415,227474,"MD","Baltimore city"
25001,296150,80.9,317544,70.6,-21394,10.3,71632,53842,132667,74264,55694,132270,0.000554978885461299,132468.5,"MA","Barnstable County"
25003,185018,75.2,193917,47.4,-8899,27.8,43540,16799,64507,49558,14876,66130,0.0475384151246732,65318.5,"MA","Berkshire County"
25005,781729,79.1,795695,61.7,-13966,17.4,127619,104775,246068,146861,90531,243120,0.0694941356521545,244594,"MA","Bristol County"
25009,935094,67.4,954764,56.8,-19670,10.6,220027,135405,376140,208976,137129,353462,-0.0152474078295826,364801,"MA","Essex County"
25011,112510,64.7,115857,39.1,-3347,25.6,24369,10327,37987,27919,9545,38529,0.0428644593883528,38258,"MA","Franklin County"
25013,500401,65.7,526733,58.1,-26332,7.6,110313,78230,200220,121454,71350,197720,0.0448536763181449,198970,"MA","Hampden County"
25015,201026,60.3,208194,51.8,-7168,8.5,54572,22089,82329,56869,20618,79570,0.0220553454993833,80949.5,"MA","Hampshire County"
25017,1998335,46.7,1986700,41.1,11635,5.6,508919,216163,767337,464484,245766,726031,-0.0479053116948995,746684,"MA","Middlesex County"
25021,884402,53,896659,45.1,-12257,7.9,219129,119171,357781,200675,136841,344916,-0.0531713316755096,351348.5,"MA","Norfolk County"
25023,685432,66.2,698727,48.7,-13295,17.5,133828,114722,264168,131817,112904,249817,0.000207041154813015,256992.5,"MA","Plymouth County"
25025,653358,74.6,597634,78.6,55724,-4,241212,50042,303517,207127,57194,269221,-0.0445651739125908,286369,"MA","Suffolk County"
25027,1070630,56.4,1084226,48.8,-13596,7.6,197126,157138,380972,202107,152101,363594,0.0141503312619866,372283,"MA","Worcester County"
26005,162416,57.4,163811,48.6,-1395,8.8,17932,33812,55153,24165,30061,55279,0.0990826780043603,55216,"MI","Allegan County"
